Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;
UV 1_280;;Conc B;;Injection;;Run Log;;Fraction;;UV 1_280_CUT_TEMP@100,BASEM;;Cond;
ml;mAU;ml;%;ml;Injection;ml;Logbook;ml;Fraction;ml;mAU;ml;mS/cm
-23.550091;17.465094;-16.991634;0;;;;;;;1.639544;0.014054;-23.550091;0.017012
-23.541853;17.216597;-16.950439;0;;;;;;;1.647781;0.013656;-23.541853;0.017092
-23.533613;16.975529;-16.909241;0;;;;;;;1.656021;0.014015;-23.533613;0.01718
-23.525375;16.741028;-16.868046;0;;;;;;;1.664259;0.015659;-23.525375;0.017324
-23.517136;16.512224;-16.826851;0;;;;;;;1.672499;0.016565;-23.517136;0.017472
-23.508898;16.290369;-16.785654;0;;;;;;;1.680737;0.016459;-23.508898;0.017645
-23.500658;16.073605;-16.744457;0;;;;;;;1.688976;0.017531;-23.500658;0.017808
-23.49242;15.863923;-16.703262;0;;;;;;;1.697214;0.017967;-23.49242;0.017996
-23.48418;15.657269;-16.662067;0;;;;;;;1.705454;0.016414;-23.48418;0.018129
-23.475941;15.457067;-16.620871;0;;;;;;;1.713694;0.014899;-23.475941;0.018333
-23.467703;15.263812;-16.579674;0;;;;;;;1.721931;0.015432;-23.467703;0.018541
-23.459463;15.076244;-16.538479;0;;;;;;;1.730171;0.016627;-23.459463;0.018744
-23.451225;14.896603;-16.497282;0;;;;;;;1.738409;0.017307;-23.451225;0.018958
-23.442986;14.723114;-16.456085;0;;;;;;;1.746649;0.016363;-23.442986;0.019171
-23.434748;14.55555;-16.41489;0;;;;;;;1.754887;0.015783;-23.434748;0.019421
-23.426508;14.391335;-16.373695;0;;;;;;;1.763126;0.015107;-23.426508;0.019694
-23.41827;14.232655;-16.332499;0;;;;;;;1.771366;0.014495;-23.41827;0.01999
-23.41003;14.078711;-16.291302;0;;;;;;;1.779604;0.012651;-23.41003;0.020327
-23.401791;13.931758;-16.250107;0;;;;;;;1.787844;0.009956;-23.401791;0.020636
-23.393553;13.792588;-16.20891;0;;;;;;;1.796082;0.008924;-23.393553;0.020931
-23.385313;13.659597;-16.167713;0;;;;;;;1.804321;0.007194;-23.385313;0.02125
-23.377075;13.526441;-16.126518;0;;;;;;;1.812559;0.006365;-23.377075;0.02157
-23.368835;13.399177;-16.085323;0;;;;;;;1.820799;0.007184;-23.368835;0.021903
-23.360598;13.273854;-16.044127;0;;;;;;;1.829037;0.009299;-23.360598;0.022231
-23.352358;13.150623;-16.00293;0;;;;;;;1.837276;0.010904;-23.352358;0.022565
-23.344118;13.033089;-15.961735;0;;;;;;;1.845516;0.009818;-23.344118;0.022928
-23.33588;12.922957;-15.920539;0;;;;;;;1.853754;0.011227;-23.33588;0.023313
-23.327641;12.814777;-15.879343;0;;;;;;;1.861994;0.01134;-23.327641;0.023704
-23.319403;12.705567;-15.838146;0;;;;;;;1.870232;0.010791;-23.319403;0.024137
-23.311163;12.597966;-15.79695;0;;;;;;;1.878471;0.009943;-23.311163;0.024543
-23.302925;12.49248;-15.755754;0;;;;;;;1.886709;0.009974;-23.302925;0.024978
-23.294685;12.391809;-15.714559;0;;;;;;;1.894949;0.011431;-23.294685;0.025428
-23.286446;12.296649;-15.673363;0;;;;;;;1.903187;0.01235;-23.286446;0.02588
-23.278208;12.209716;-15.632167;0;;;;;;;1.911427;0.012498;-23.278208;0.026376
-23.269968;12.125082;-15.590971;0;;;;;;;1.919666;0.013529;-23.269968;0.026913
-23.26173;12.042624;-15.549775;0;;;;;;;1.927904;0.011362;-23.26173;0.027422
-23.25349;11.957699;-15.508578;0;;;;;;;1.936144;0.010301;-23.25349;0.027895
-23.245253;11.873914;-15.467382;0;;;;;;;1.944382;0.009686;-23.245253;0.028448
-23.237013;11.792299;-15.426187;0;;;;;;;1.952621;0.007714;-23.237013;0.029014
-23.228775;11.715485;-15.384991;0;;;;;;;1.960859;0.006989;-23.228775;0.029573
-23.220535;11.642462;-15.343795;0;;;;;;;1.969099;0.006977;-23.220535;0.03016
-23.212296;11.571283;-15.302599;0;;;;;;;1.977339;0.006088;-23.212296;0.030777
-23.204058;11.50454;-15.261403;0;;;;;;;1.985577;0.006284;-23.204058;0.031391
-23.195818;11.434018;-15.220207;0;;;;;;;1.993816;0.006797;-23.195818;0.03202
-23.18758;11.363065;-15.179011;0;;;;;;;2.002054;0.004376;-23.18758;0.032683
-23.17934;11.29507;-15.137815;0;;;;;;;2.010294;0.002619;-23.17934;0.033344
-23.171103;11.233119;-15.096619;0;;;;;;;2.018532;0.000818;-23.171103;0.034006
-23.162863;11.174659;-15.055423;0;;;;;;;2.026772;0.001529;-23.162863;0.03466
-23.154625;11.114076;-15.014227;0;;;;;;;2.035009;0.00213;-23.154625;0.035359
-23.146385;11.053865;-14.973031;0;;;;;;;2.043249;0.002935;-23.146385;0.036088
-23.138145;10.996322;-14.931835;0;;;;;;;2.051489;0.004053;-23.138145;0.036857
-23.129908;10.941215;-14.890639;0;;;;;;;2.059727;0.005132;-23.129908;0.037624
-23.121668;okt.52;-14.849443;0;;;;;;;2.067966;0.005769;-23.121668;0.038453
-23.11343;10.828648;-14.808247;0;;;;;;;2.076204;0.005275;-23.11343;0.03926
-23.10519;10.775127;-14.767051;0;;;;;;;2.084444;0.0043;-23.10519;0.040091
-23.096952;10.719612;-14.725855;0;;;;;;;2.092682;0.005934;-23.096952;0.040926
-23.088713;10.666058;-14.684659;0;;;;;;;2.100922;0.006175;-23.088713;0.041808
-23.080475;10.610396;-14.643463;0;;;;;;;2.109159;0.004241;-23.080475;0.0427
-23.072235;10.553606;-14.602267;0;;;;;;;2.117399;0.005078;-23.072235;0.043599
-23.063995;10.504756;-14.561071;0;;;;;;;2.125639;0.004717;-23.063995;0.044498
-23.055758;10.459599;-14.519876;0;;;;;;;2.133877;0.006735;-23.055758;0.045405
-23.047518;10.414315;-14.47868;0;;;;;;;2.142117;0.008677;-23.047518;0.046313
-23.03928;10.366644;-14.437483;0;;;;;;;2.150354;0.008847;-23.03928;0.047273
-23.03104;10.318034;-14.396287;0;;;;;;;2.158594;0.009355;-23.03104;0.048228
-23.022802;10.268487;-14.355091;0;;;;;;;2.166832;0.009308;-23.022802;0.049235
-23.014563;10.219147;-14.313895;0;;;;;;;2.175072;0.007457;-23.014563;0.05026
-23.006325;10.173852;-14.272699;0;;;;;;;2.183311;0.007179;-23.006325;0.051299
-22.998085;10.128369;-14.231503;0;;;;;;;2.191549;0.007437;-22.998085;0.052325
-22.989845;10.082057;-14.190308;0;;;;;;;2.199789;0.00921;-22.989845;0.053397
-22.981607;10.035862;-14.149112;0;;;;;;;2.208027;0.010116;-22.981607;0.054523
-22.973368;9.985993;-14.107915;0;;;;;;;2.216267;0.011719;-22.973368;0.055655
-22.96513;9.93635;-14.066719;0;;;;;;;2.224504;0.013378;-22.96513;0.056775
-22.95689;9.886669;-14.025523;0;;;;;;;2.232744;0.014672;-22.95689;0.057906
-22.94865;9.838717;-13.984327;0;;;;;;;2.240982;0.015023;-22.94865;0.059098
-22.940413;9.796218;-13.943131;0;;;;;;;2.249222;0.013955;-22.940413;0.060352
-22.932173;9.753465;-13.901936;0;;;;;;;2.257462;0.012331;-22.932173;0.061608
-22.923935;9.708238;-13.86074;0;;;;;;;2.265699;0.012076;-22.923935;0.062879
-22.915695;9.663529;-13.819544;0;;;;;;;2.273939;0.012418;-22.915695;0.064183
