Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;;;;;;;
UV 1_280;;Conc B;;Injection;;Run Log;;Fraction;;UV 1_280_CUT_TEMP@100,BASEM;;Cond;;;;;;;
ml;mAU;ml;%;ml;Injection;ml;Logbook;ml;Fraction;ml;mAU;ml;mS/cm;;;;;;
247.818939;28.596792;;;;;;;;;273.021271;10.586097;247.818939;31.693916;;;;;;
247.830994;28.590666;;;;;;;;;273.033325;10.586097;247.830994;31.696209;;;;;;
247.843048;28.585163;;;;;;;;;273.04538;10.586097;247.843048;31.698475;;;;;;
247.855103;28.579903;;;;;;;;;273.057434;10.586097;247.855103;31.700764;;;;;;
247.867157;28.572548;;;;;;;;;273.069489;10.586097;247.867157;31.70323;;;;;;
247.879211;28.566299;;;;;;;;;273.081543;10.586097;247.879211;31.705378;;;;;;
247.891266;28.558378;;;;;;;;;273.093597;10.586097;247.891266;31.707638;;;;;;
247.90329;28.552179;;;;;;;;;273.105621;10.586097;247.90329;31.709839;;;;;;
247.915344;28.544695;;;;;;;;;273.117676;10.586097;247.915344;31.711737;;;;;;
247.927399;28.538548;;;;;;;;;273.12973;10.586097;247.927399;31.71344;;;;;;
247.939453;28.533102;;;;;;;;;273.141785;10.586097;247.939453;31.715202;;;;;;
247.951508;28.526386;;;;;;;;;273.153839;10.586097;247.951508;31.716957;;;;;;
247.963562;28.520826;;;;;;;;;273.165894;10.586097;247.963562;31.718563;;;;;;
247.975616;28.514679;;;;;;;;;273.177948;10.586097;247.975616;31.720247;;;;;;
247.987671;28.508165;;;;;;;;;273.190002;10.586097;247.987671;31.721958;;;;;;
247.999725;28.502802;;;;;;;;;273.202057;10.586097;247.999725;31.723541;;;;;;
248.01178;28.497467;;;;;;;;;273.214111;10.586097;248.01178;31.725079;;;;;;
248.023834;28.491282;;;;;;;;;273.226166;10.58647;248.023834;31.726633;;;;;;
248.035858;28.485073;;;;;;;;;273.23819;10.586842;248.035858;31.72817;;;;;;
248.047913;28.479862;;;;;;;;;273.250244;10.587214;248.047913;31.729774;;;;;;
248.059967;28.475859;;;;;;;;;273.262299;10.587587;248.059967;31.731422;;;;;;
248.072021;28.471357;;;;;;;;;273.274353;10.587959;248.072021;31.733074;;;;;;
248.084076;28.466858;;;;;;;;;273.286407;10.588332;248.084076;31.734921;;;;;;
248.09613;28.462015;;;;;;;;;273.298462;10.588705;248.09613;31.736593;;;;;;
248.108185;28.455599;;;;;;;;;273.310516;10.589078;248.108185;31.738434;;;;;;
248.120239;28.449928;;;;;;;;;273.322571;10.58945;248.120239;31.740431;;;;;;
248.132294;28.442822;;;;;;;;;273.334625;10.589823;248.132294;31.742693;;;;;;
248.144348;28.437086;;;;;;;;;273.34668;10.589823;248.144348;31.744768;;;;;;
248.156403;28.429844;;;;;;;;;273.358734;10.589823;248.156403;31.74699;;;;;;
248.168457;28.42346;;;;;;;;;273.370789;10.589823;248.168457;31.749235;;;;;;
248.180481;28.417324;;;;;;;;;273.382813;10.589823;248.180481;31.751593;;;;;;
248.192535;28.412207;;;;;;;;;273.394867;10.589823;248.192535;31.753872;;;;;;
248.20459;28.405615;;;;;;;;;273.406921;10.589823;248.20459;31.756172;;;;;;
248.216644;28.399035;;;;;;;;;273.418976;10.589823;248.216644;31.758287;;;;;;
248.228699;28.392139;;;;;;;;;273.43103;10.589823;248.228699;31.760427;;;;;;
248.240753;28.384584;;;;;;;;;273.443085;10.589823;248.240753;31.762661;;;;;;
248.252808;28.378626;;;;;;;;;273.455139;10.589823;248.252808;31.764944;;;;;;
248.264862;28.374161;;;;;;;;;273.467194;10.589823;248.264862;31.767347;;;;;;
248.276917;28.369038;;;;;;;;;273.479248;10.589823;248.276917;31.769693;;;;;;
248.288971;28.363619;;;;;;;;;273.491302;10.589823;248.288971;31.771915;;;;;;
248.301025;28.359175;;;;;;;;;273.503357;10.589823;248.301025;31.77408;;;;;;
248.313049;28.354528;;;;;;;;;273.515381;10.589823;248.313049;31.776215;;;;;;
248.325104;28.349047;;;;;;;;;273.527435;10.589823;248.325104;31.778465;;;;;;
248.337158;28.343674;;;;;;;;;273.53949;10.589823;248.337158;31.780807;;;;;;
248.349213;28.337997;;;;;;;;;273.551544;10.589823;248.349213;31.783123;;;;;;
248.361267;28.334269;;;;;;;;;273.563599;10.589823;248.361267;31.785381;;;;;;
248.373322;28.329391;;;;;;;;;273.575653;10.589823;248.373322;31.787779;;;;;;
248.385376;28.324959;;;;;;;;;273.587708;10.589823;248.385376;31.790205;;;;;;
248.39743;28.318476;;;;;;;;;273.599762;10.589823;248.39743;31.792427;;;;;;
248.409485;28.310825;;;;;;;;;273.611816;10.589823;248.409485;31.794834;;;;;;
248.421539;28.30361;;;;;;;;;273.623871;10.589823;248.421539;31.797163;;;;;;
248.433594;28.298151;;;;;;;;;273.635925;10.589823;248.433594;31.799536;;;;;;
248.445648;28.293022;;;;;;;;;273.64798;10.589823;248.445648;31.801964;;;;;;
248.457672;28.287605;;;;;;;;;273.660004;10.589823;248.457672;31.804293;;;;;;
248.469727;28.281404;;;;;;;;;273.672058;10.589823;248.469727;31.806669;;;;;;
248.481781;28.273911;;;;;;;;;273.684113;10.589823;248.481781;31.809118;;;;;;
248.493835;28.266085;;;;;;;;;273.696167;10.589823;248.493835;31.811489;;;;;;
248.50589;28.259338;;;;;;;;;273.708221;10.590187;248.50589;31.813953;;;;;;
248.517944;28.251261;;;;;;;;;273.720276;10.59055;248.517944;31.816362;;;;;;
248.529999;28.244097;;;;;;;;;273.73233;10.590915;248.529999;31.818771;;;;;;
248.542053;28.238647;;;;;;;;;273.744385;10.591278;248.542053;31.821186;;;;;;
248.554108;28.234629;;;;;;;;;273.756439;10.591642;248.554108;31.823633;;;;;;
248.566162;28.231585;;;;;;;;;273.768494;10.592007;248.566162;31.826086;;;;;;
248.578217;28.226948;;;;;;;;;273.780548;10.59237;248.578217;31.828468;;;;;;
248.59024;28.220371;;;;;;;;;273.792572;10.592734;248.59024;31.83079;;;;;;
248.602295;28.21434;;;;;;;;;273.804626;10.593098;248.602295;31.833092;;;;;;
248.614349;28.208601;;;;;;;;;273.816681;10.593462;248.614349;31.835384;;;;;;
248.626404;28.201878;;;;;;;;;273.828735;10.593462;248.626404;31.837549;;;;;;
248.638458;28.195087;;;;;;;;;273.84079;10.593462;248.638458;31.839832;;;;;;
248.650513;28.190071;;;;;;;;;273.852844;10.593462;248.650513;31.842161;;;;;;
248.662567;28.183426;;;;;;;;;273.864899;10.593462;248.662567;31.844269;;;;;;
248.674622;28.17889;;;;;;;;;273.876953;10.593462;248.674622;31.846579;;;;;;
248.686676;28.171879;;;;;;;;;273.889008;10.593462;248.686676;31.848942;;;;;;
248.69873;28.164782;;;;;;;;;273.901062;10.593462;248.69873;31.851501;;;;;;
248.710785;28.157974;;;;;;;;;273.913116;10.593462;248.710785;31.853909;;;;;;
248.722839;28.151453;;;;;;;;;273.925171;10.593462;248.722839;31.856346;;;;;;
248.734863;28.143913;;;;;;;;;273.937195;10.593462;248.734863;31.858912;;;;;;
248.746918;28.137794;;;;;;;;;273.949249;10.593462;248.746918;31.861538;;;;;;
248.758972;28.131784;;;;;;;;;273.961304;10.593462;248.758972;31.863977;;;;;;
248.771027;28.126287;;;;;;;;;273.973358;10.593462;248.771027;31.866385;;;;;;
248.783081;28.119738;;;;;;;;;273.985413;10.593462;248.783081;31.868799;;;;;;
248.795135;28.1133;;;;;;;;;273.997467;10.593462;248.795135;31.871113;;;;;;
248.80719;28.107199;;;;;;;;;274.009521;10.593462;248.80719;31.873238;;;;;;
248.819244;28.101177;;;;;;;;;274.021576;10.593462;248.819244;31.875153;;;;;;
248.831299;28.095293;;;;;;;;;274.03363;10.593462;248.831299;31.876984;;;;;;
248.843353;28.088911;;;;;;;;;274.045685;10.593462;248.843353;31.878885;;;;;;
248.855408;28.082676;;;;;;;;;274.057739;10.593462;248.855408;31.880667;;;;;;
248.867432;28.077257;;;;;;;;;274.069763;10.593462;248.867432;31.882193;;;;;;
248.879486;28.071415;;;;;;;;;274.081818;10.593462;248.879486;31.883781;;;;;;
248.891541;28.065928;;;;;;;;;274.093872;10.593462;248.891541;31.885498;;;;;;
248.903595;28.059824;;;;;;;;;274.105927;10.593462;248.903595;31.887312;;;;;;
248.915649;28.052116;;;;;;;;;274.117981;10.593462;248.915649;31.88912;;;;;;
248.927704;28.045843;;;;;;;;;274.130035;10.593462;248.927704;31.890722;;;;;;
248.939758;28.041119;;;;;;;;;274.14209;10.593462;248.939758;31.892374;;;;;;
248.951813;28.037285;;;;;;;;;274.154144;10.593462;248.951813;31.894192;;;;;;
248.963867;28.030422;;;;;;;;;274.166199;10.593462;248.963867;31.896093;;;;;;
248.975922;28.025318;;;;;;;;;274.178253;10.593462;248.975922;31.898226;;;;;;
248.987976;28.018858;;;;;;;;;274.190308;10.593818;248.987976;31.900272;;;;;;
249.000031;28.013077;;;;;;;;;274.202362;10.594172;249.000031;31.902472;;;;;;
249.012054;28.009203;;;;;;;;;274.214386;10.594528;249.012054;31.904488;;;;;;
249.024109;28.002926;;;;;;;;;274.22644;10.594884;249.024109;31.906633;;;;;;
249.036163;27.996733;;;;;;;;;274.238495;10.59524;249.036163;31.908726;;;;;;
249.048218;27.990225;;;;;;;;;274.250549;10.595594;249.048218;31.910721;;;;;;
249.060272;27.985126;;;;;;;;;274.262604;10.59595;249.060272;31.912798;;;;;;
249.072327;27.979628;;;;;;;;;274.274658;10.596306;249.072327;31.914881;;;;;;
249.084381;27.9739;;;;;;;;;274.286713;10.596661;249.084381;31.91696;;;;;;
249.096436;27.968393;;;;;;;;;274.298767;10.597016;249.096436;31.919071;;;;;;
249.10849;27.962744;;;;;;;;;274.310822;10.597016;249.10849;31.921131;;;;;;
249.120544;27.956812;;;;;;;;;274.322876;10.597016;249.120544;31.923193;;;;;;
249.132599;27.950787;;;;;;;;;274.33493;10.597016;249.132599;31.925352;;;;;;
249.144623;27.945406;;;;;;;;;274.346954;10.597016;249.144623;31.927502;;;;;;
249.156677;27.939716;;;;;;;;;274.359009;10.597016;249.156677;31.929659;;;;;;
249.168732;27.932796;;;;;;;;;274.371063;10.597016;249.168732;31.931854;;;;;;
249.180786;27.926908;;;;;;;;;274.383118;10.597016;249.180786;31.933981;;;;;;
249.192841;27.920887;;;;;;;;;274.395172;10.597016;249.192841;31.935955;;;;;;
249.204895;27.915545;;;;;;;;;274.407227;10.597016;249.204895;31.937998;;;;;;
249.216949;27.910093;;;;;;;;;274.419281;10.597016;249.216949;31.940083;;;;;;
249.229004;27.905331;;;;;;;;;274.431335;10.597016;249.229004;31.942141;;;;;;
249.241058;27.899937;;;;;;;;;274.44339;10.597016;249.241058;31.944021;;;;;;
249.253113;27.896158;;;;;;;;;274.455444;10.597016;249.253113;31.945995;;;;;;
249.265167;27.891165;;;;;;;;;274.467499;10.597016;249.265167;31.947762;;;;;;
249.277222;27.886749;;;;;;;;;274.479553;10.597016;249.277222;31.949692;;;;;;
249.289246;27.881199;;;;;;;;;274.491577;10.597016;249.289246;31.951714;;;;;;
249.3013;27.875933;;;;;;;;;274.503632;10.597016;249.3013;31.953545;;;;;;
249.313354;27.870405;;;;;;;;;274.515686;10.597016;249.313354;31.955368;;;;;;
249.325409;27.864679;;;;;;;;;274.52774;10.597016;249.325409;31.957222;;;;;;
249.337463;27.859741;;;;;;;;;274.539795;10.597016;249.337463;31.95908;;;;;;
249.349518;27.856134;;;;;;;;;274.551849;10.597016;249.349518;31.961111;;;;;;
249.361572;27.850763;;;;;;;;;274.563904;10.597016;249.361572;31.963234;;;;;;
249.373627;27.843925;;;;;;;;;274.575958;10.597016;249.373627;31.965399;;;;;;
249.385681;27.837948;;;;;;;;;274.588013;10.597016;249.385681;31.967543;;;;;;
249.397736;27.833477;;;;;;;;;274.600067;10.597016;249.397736;31.969593;;;;;;
249.40979;27.828869;;;;;;;;;274.612122;10.597016;249.40979;31.971724;;;;;;
249.421814;27.821863;;;;;;;;;274.624146;10.597016;249.421814;31.973934;;;;;;
249.433868;27.815102;;;;;;;;;274.6362;10.597016;249.433868;31.976099;;;;;;
249.445923;27.809258;;;;;;;;;274.648254;10.597016;249.445923;31.978458;;;;;;
249.457977;27.803816;;;;;;;;;274.660309;10.597016;249.457977;31.981041;;;;;;
249.470032;27.796989;;;;;;;;;274.672363;10.597016;249.470032;31.983706;;;;;;
249.482086;27.79241;;;;;;;;;274.684418;10.597016;249.482086;31.986696;;;;;;
249.494141;27.785013;;;;;;;;;274.696472;10.597016;249.494141;31.989523;;;;;;
249.506195;27.779829;;;;;;;;;274.708527;10.597016;249.506195;31.992249;;;;;;
249.51825;27.769489;;;;;;;;;274.720581;10.597016;249.51825;31.994663;;;;;;
249.530304;27.764408;;;;;;;;;274.732635;10.597016;249.530304;31.997065;;;;;;
249.542358;27.758949;;;;;;;;;274.74469;10.597016;249.542358;31.99934;;;;;;
249.554413;27.753256;;;;;;;;;274.756744;10.597016;249.554413;32.001461;;;;;;
249.566437;27.74666;;;;;;;;;274.768768;10.597016;249.566437;32.0037;;;;;;
249.578491;27.742477;;;;;;;;;274.780823;10.597016;249.578491;32.00602;;;;;;
249.590546;27.738489;;;;;;;;;274.792877;10.597363;249.590546;32.008312;;;;;;
249.6026;27.734009;;;;;;;;;274.804932;10.597711;249.6026;32.010651;;;;;;
249.614655;27.729044;;;;;;;;;274.816986;10.598058;249.614655;32.013035;;;;;;
249.626709;27.723387;;;;;;;;;274.829041;10.598405;249.626709;32.015625;;;;;;
249.638763;27.71764;;;;;;;;;274.841095;10.598753;249.638763;32.018398;;;;;;
249.650818;27.712234;;;;;;;;;274.853149;okt.91;249.650818;32.021214;;;;;;
249.662872;27.707352;;;;;;;;;274.865204;10.599447;249.662872;32.024082;;;;;;
249.674927;27.703722;;;;;;;;;274.877258;10.599794;249.674927;32.026993;;;;;;
249.686981;27.700344;;;;;;;;;274.889313;10.600142;249.686981;32.029922;;;;;;
249.699005;27.69548;;;;;;;;;274.901337;10.600489;249.699005;32.032917;;;;;;
249.71106;27.690147;;;;;;;;;274.913391;10.600489;249.71106;32.035812;;;;;;
249.723114;27.683258;;;;;;;;;274.925446;10.600489;249.723114;32.038525;;;;;;
249.735168;27.676725;;;;;;;;;274.9375;10.600489;249.735168;32.041122;;;;;;
249.747223;27.669168;;;;;;;;;274.949554;10.600489;249.747223;32.04353;;;;;;
249.759277;27.664125;;;;;;;;;274.961609;10.600489;249.759277;32.045845;;;;;;
249.771332;27.659658;;;;;;;;;274.973663;10.600489;249.771332;32.047779;;;;;;
249.783386;27.652296;;;;;;;;;274.985718;10.600489;249.783386;32.049858;;;;;;
249.795441;27.645645;;;;;;;;;274.997772;10.600489;249.795441;32.051762;;;;;;
249.807495;27.640781;;;;;;;;;275.009827;10.600489;249.807495;32.053566;;;;;;
249.81955;27.637238;;;;;;;;;275.021881;10.600489;249.81955;32.055401;;;;;;
249.831604;27.630724;;;;;;;;;275.033936;10.600489;249.831604;32.057331;;;;;;
249.843628;27.623007;;;;;;;;;275.045959;10.600489;249.843628;32.059273;;;;;;
249.855682;27.616982;;;;;;;;;275.058014;10.600489;249.855682;32.061386;;;;;;
249.867737;27.610523;;;;;;;;;275.070068;10.600489;249.867737;32.06345;;;;;;
249.879791;27.604912;;;;;;;;;275.082123;10.600489;249.879791;32.065475;;;;;;
249.891846;27.598188;;;;;;;;;275.094177;10.600489;249.891846;32.067486;;;;;;
249.9039;27.591528;;;;;;;;;275.106232;10.600489;249.9039;32.069546;;;;;;
249.915955;27.585617;;;;;;;;;275.118286;10.600489;249.915955;32.071552;;;;;;
249.928009;27.579058;;;;;;;;;275.130341;10.600489;249.928009;32.073463;;;;;;
249.940063;27.573345;;;;;;;;;275.142395;10.600489;249.940063;32.075424;;;;;;
249.952118;27.568838;;;;;;;;;275.154449;10.600489;249.952118;32.077477;;;;;;
249.964172;27.56263;;;;;;;;;275.166504;10.600489;249.964172;32.079571;;;;;;
249.976196;27.555799;;;;;;;;;275.178528;10.600489;249.976196;32.081665;;;;;;
249.988251;27.55039;;;;;;;;;275.190582;10.600489;249.988251;32.083553;;;;;;
250.000305;27.545189;;;;;;;;;275.202637;10.600489;250.000305;32.085365;;;;;;
250.01236;27.540461;;;;;;;;;275.214691;10.600489;250.01236;32.087315;;;;;;
250.024414;27.535421;;;;;;;;;275.226746;10.600489;250.024414;32.08923;;;;;;
250.036469;27.529745;;;;;;;;;275.2388;10.600489;250.036469;32.091003;;;;;;
250.048523;27.524477;;;;;;;;;275.250854;10.600489;250.048523;32.092945;;;;;;
250.060577;27.519817;;;;;;;;;275.262909;10.600489;250.060577;32.095001;;;;;;
250.072632;27.51317;;;;;;;;;275.274963;10.600828;250.072632;32.097157;;;;;;
250.084686;27.508223;;;;;;;;;275.287018;10.601167;250.084686;32.099281;;;;;;
250.096741;27.502008;;;;;;;;;275.299072;10.601506;250.096741;32.101357;;;;;;
250.108795;27.495855;;;;;;;;;275.311127;10.601845;250.108795;32.103466;;;;;;
250.120819;27.491154;;;;;;;;;275.323151;10.602184;250.120819;32.105537;;;;;;
250.132874;27.486652;;;;;;;;;275.335205;10.602524;250.132874;32.107578;;;;;;
250.144928;27.481087;;;;;;;;;275.34726;10.602862;250.144928;32.109692;;;;;;
250.156982;27.474232;;;;;;;;;275.359314;10.603202;250.156982;32.111908;;;;;;
250.169037;27.466015;;;;;;;;;275.371368;10.60354;250.169037;32.114182;;;;;;
250.181091;27.458473;;;;;;;;;275.383423;10.60388;250.181091;32.116459;;;;;;
250.193146;27.451826;;;;;;;;;275.395477;10.60388;250.193146;32.118671;;;;;;
250.2052;27.446262;;;;;;;;;275.407532;10.60388;250.2052;32.120865;;;;;;
250.217255;27.441132;;;;;;;;;275.419586;10.60388;250.217255;32.123051;;;;;;
250.229309;27.435938;;;;;;;;;275.431641;10.60388;250.229309;32.125141;;;;;;
250.241364;27.431173;;;;;;;;;275.443695;10.60388;250.241364;32.127197;;;;;;
250.253387;27.425858;;;;;;;;;275.455719;10.60388;250.253387;32.129284;;;;;;
250.265442;27.422213;;;;;;;;;275.467773;10.60388;250.265442;32.131348;;;;;;
250.277496;27.417721;;;;;;;;;275.479828;10.60388;250.277496;32.133427;;;;;;
250.289551;27.412628;;;;;;;;;275.491882;10.60388;250.289551;32.135639;;;;;;
250.301605;27.406115;;;;;;;;;275.503937;10.60388;250.301605;32.137619;;;;;;
250.31366;27.402115;;;;;;;;;275.515991;10.60388;250.31366;32.139824;;;;;;
250.325714;27.401287;;;;;;;;;275.528046;10.60388;250.325714;32.142216;;;;;;
250.337769;27.395735;;;;;;;;;275.5401;10.60388;250.337769;32.1446;;;;;;
250.349823;27.390917;;;;;;;;;275.552155;10.60388;250.349823;32.147064;;;;;;
250.361877;27.386662;;;;;;;;;275.564209;10.60388;250.361877;32.149502;;;;;;
250.373932;27.381489;;;;;;;;;275.576263;10.60388;250.373932;32.152;;;;;;
250.385986;27.37454;;;;;;;;;275.588318;10.60388;250.385986;32.154503;;;;;;
250.39801;27.368626;;;;;;;;;275.600342;10.60388;250.39801;32.157093;;;;;;
250.410065;27.365282;;;;;;;;;275.612396;10.60388;250.410065;32.159508;;;;;;
250.422119;27.359474;;;;;;;;;275.624451;10.60388;250.422119;32.161751;;;;;;
250.434174;27.352303;;;;;;;;;275.636505;10.60388;250.434174;32.164143;;;;;;
250.446228;27.345936;;;;;;;;;275.64856;10.60388;250.446228;32.166527;;;;;;
250.458282;27.339407;;;;;;;;;275.660614;10.60388;250.458282;32.168701;;;;;;
250.470337;27.332542;;;;;;;;;275.672668;10.60388;250.470337;32.170856;;;;;;
250.482391;27.325859;;;;;;;;;275.684723;10.60388;250.482391;32.173168;;;;;;
250.494446;27.319771;;;;;;;;;275.696777;10.60388;250.494446;32.175484;;;;;;
250.5065;27.314463;;;;;;;;;275.708832;10.60388;250.5065;32.177696;;;;;;
250.518555;27.309282;;;;;;;;;275.720886;10.60388;250.518555;32.179909;;;;;;
250.530579;27.30423;;;;;;;;;275.73291;10.60388;250.530579;32.182102;;;;;;
250.542633;27.298422;;;;;;;;;275.744965;10.60388;250.542633;32.184273;;;;;;
250.554688;27.290779;;;;;;;;;275.757019;10.604211;250.554688;32.18642;;;;;;
250.566742;27.283775;;;;;;;;;275.769073;10.604543;250.566742;32.188705;;;;;;
250.578796;27.277042;;;;;;;;;275.781128;10.604874;250.578796;32.191132;;;;;;
250.590851;27.26927;;;;;;;;;275.793182;10.605205;250.590851;32.19342;;;;;;
250.602905;27.264368;;;;;;;;;275.805237;10.605536;250.602905;32.1959;;;;;;
250.61496;27.258331;;;;;;;;;275.817291;10.605867;250.61496;32.198112;;;;;;
250.627014;27.253908;;;;;;;;;275.829346;10.606198;250.627014;32.20023;;;;;;
250.639069;27.24707;;;;;;;;;275.8414;10.606529;250.639069;32.202583;;;;;;
250.651123;27.241184;;;;;;;;;275.853455;10.606861;250.651123;32.204723;;;;;;
250.663177;27.235792;;;;;;;;;275.865509;10.607192;250.663177;32.20689;;;;;;
250.675201;27.231277;;;;;;;;;275.877533;10.607192;250.675201;32.209087;;;;;;
250.687256;27.227177;;;;;;;;;275.889587;10.607192;250.687256;32.211136;;;;;;
250.69931;27.221638;;;;;;;;;275.901642;10.607192;250.69931;32.213264;;;;;;
250.711365;27.216305;;;;;;;;;275.913696;10.607192;250.711365;32.21537;;;;;;
250.723419;27.21139;;;;;;;;;275.925751;10.607192;250.723419;32.217297;;;;;;
250.735474;27.206345;;;;;;;;;275.937805;10.607192;250.735474;32.219204;;;;;;
250.747528;27.201771;;;;;;;;;275.94986;10.607192;250.747528;32.221218;;;;;;
250.759583;27.197353;;;;;;;;;275.961914;10.607192;250.759583;32.223148;;;;;;
250.771637;27.191784;;;;;;;;;275.973969;10.607192;250.771637;32.224899;;;;;;
250.783691;27.185242;;;;;;;;;275.986023;10.607192;250.783691;32.226612;;;;;;
250.795746;27.179338;;;;;;;;;275.998077;10.607192;250.795746;32.228317;;;;;;
250.80777;27.174616;;;;;;;;;276.010101;10.607192;250.80777;32.230045;;;;;;
250.819824;27.169428;;;;;;;;;276.022156;10.607192;250.819824;32.231762;;;;;;
250.831879;27.162313;;;;;;;;;276.03421;10.607192;250.831879;32.233471;;;;;;
250.843933;27.154705;;;;;;;;;276.046265;10.607192;250.843933;32.234936;;;;;;
250.855988;27.148657;;;;;;;;;276.058319;10.607192;250.855988;32.23666;;;;;;
250.868042;27.145594;;;;;;;;;276.070374;10.607192;250.868042;32.23835;;;;;;
250.880096;27.139267;;;;;;;;;276.082428;10.607192;250.880096;32.240112;;;;;;
250.892151;27.132633;;;;;;;;;276.094482;10.607192;250.892151;32.241924;;;;;;
250.904205;27.126732;;;;;;;;;276.106537;10.607192;250.904205;32.243752;;;;;;
250.91626;27.119923;;;;;;;;;276.118591;10.607192;250.91626;32.245411;;;;;;
250.928314;27.113678;;;;;;;;;276.130646;10.607192;250.928314;32.247147;;;;;;
250.940369;27.109768;;;;;;;;;276.1427;10.607192;250.940369;32.24868;;;;;;
250.952393;27.103611;;;;;;;;;276.154724;10.607192;250.952393;32.250221;;;;;;
250.964447;27.096947;;;;;;;;;276.166779;10.607192;250.964447;32.251842;;;;;;
250.976501;27.09174;;;;;;;;;276.178833;10.607192;250.976501;32.253613;;;;;;
250.988556;27.087446;;;;;;;;;276.190887;10.607192;250.988556;32.255539;;;;;;
251.00061;27.083557;;;;;;;;;276.202942;10.607192;251.00061;32.257477;;;;;;
251.012665;27.078861;;;;;;;;;276.214996;10.607192;251.012665;32.259415;;;;;;
251.024719;27.072639;;;;;;;;;276.227051;10.607192;251.024719;32.261433;;;;;;
251.036774;27.066212;;;;;;;;;276.239105;10.607515;251.036774;32.263493;;;;;;
251.048828;27.060804;;;;;;;;;276.25116;10.60784;251.048828;32.265602;;;;;;
251.060883;27.055971;;;;;;;;;276.263214;10.608163;251.060883;32.267799;;;;;;
251.072937;27.050722;;;;;;;;;276.275269;10.608486;251.072937;32.270088;;;;;;
251.084961;27.045656;;;;;;;;;276.287292;10.60881;251.084961;32.272339;;;;;;
251.097015;27.040491;;;;;;;;;276.299347;10.609134;251.097015;32.274773;;;;;;
251.10907;27.034498;;;;;;;;;276.311401;10.609457;251.10907;32.277195;;;;;;
251.121124;27.031651;;;;;;;;;276.323456;10.60978;251.121124;32.279694;;;;;;
251.133179;27.026176;;;;;;;;;276.33551;10.610105;251.133179;32.282143;;;;;;
251.145233;27.019564;;;;;;;;;276.347565;10.610428;251.145233;32.284443;;;;;;
251.157288;27.012775;;;;;;;;;276.359619;10.610428;251.157288;32.286911;;;;;;
251.169342;27.004948;;;;;;;;;276.371674;10.610428;251.169342;32.289394;;;;;;
251.181396;27.000069;;;;;;;;;276.383728;10.610428;251.181396;32.291599;;;;;;
251.193451;26.994259;;;;;;;;;276.395782;10.610428;251.193451;32.293842;;;;;;
251.205505;26.989424;;;;;;;;;276.407837;10.610428;251.205505;32.296185;;;;;;
251.21756;26.984591;;;;;;;;;276.419891;10.610428;251.21756;32.298485;;;;;;
251.229584;26.979774;;;;;;;;;276.431915;10.610428;251.229584;32.30069;;;;;;
251.241638;26.974155;;;;;;;;;276.44397;10.610428;251.241638;32.302853;;;;;;
251.253693;26.968466;;;;;;;;;276.456024;10.610428;251.253693;32.304928;;;;;;
251.265747;26.962917;;;;;;;;;276.468079;10.610428;251.265747;32.307068;;;;;;
251.277802;26.955994;;;;;;;;;276.480133;10.610428;251.277802;32.309372;;;;;;
251.289856;26.949148;;;;;;;;;276.492188;10.610428;251.289856;32.311749;;;;;;
251.30191;26.943584;;;;;;;;;276.504242;10.610428;251.30191;32.314201;;;;;;
251.313965;26.936979;;;;;;;;;276.516296;10.610428;251.313965;32.316776;;;;;;
251.326019;26.930593;;;;;;;;;276.528351;10.610428;251.326019;32.31942;;;;;;
251.338074;26.924871;;;;;;;;;276.540405;10.610428;251.338074;32.322075;;;;;;
251.350128;26.919182;;;;;;;;;276.55246;10.610428;251.350128;32.324734;;;;;;
251.362152;26.913549;;;;;;;;;276.564484;10.610428;251.362152;32.327293;;;;;;
251.374207;26.908669;;;;;;;;;276.576538;10.610428;251.374207;32.329578;;;;;;
251.386261;26.903992;;;;;;;;;276.588593;10.610428;251.386261;32.331585;;;;;;
251.398315;26.899008;;;;;;;;;276.600647;10.610428;251.398315;32.333775;;;;;;
251.41037;26.892498;;;;;;;;;276.612701;10.610428;251.41037;32.3358;;;;;;
251.422424;26.886871;;;;;;;;;276.624756;10.610428;251.422424;32.337696;;;;;;
251.434479;26.882122;;;;;;;;;276.63681;10.610428;251.434479;32.339687;;;;;;
251.446533;26.874947;;;;;;;;;276.648865;10.610428;251.446533;32.341763;;;;;;
251.458588;26.867981;;;;;;;;;276.660919;10.610428;251.458588;32.34375;;;;;;
251.470642;26.860928;;;;;;;;;276.672974;10.610428;251.470642;32.345757;;;;;;
251.482697;26.855915;;;;;;;;;276.685028;10.610428;251.482697;32.347893;;;;;;
251.494751;26.850365;;;;;;;;;276.697083;10.610428;251.494751;32.35014;;;;;;
251.506775;26.843287;;;;;;;;;276.709106;10.610428;251.506775;32.352322;;;;;;
251.518829;26.836496;;;;;;;;;276.721161;10.610744;251.518829;32.354424;;;;;;
251.530884;26.829353;;;;;;;;;276.733215;10.61106;251.530884;32.356678;;;;;;
251.542938;26.821098;;;;;;;;;276.74527;10.611376;251.542938;32.359016;;;;;;
251.554993;26.813519;;;;;;;;;276.757324;10.611692;251.554993;32.361187;;;;;;
251.567047;26.807909;;;;;;;;;276.769379;10.612008;251.567047;32.363277;;;;;;
251.579102;26.802992;;;;;;;;;276.781433;10.612324;251.579102;32.365433;;;;;;
251.591156;26.796625;;;;;;;;;276.793488;10.61264;251.591156;32.367741;;;;;;
